Datum,id,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,WetterCode_0,WetterCode_3,WetterCode_5,WetterCode_10,WetterCode_17,WetterCode_20,WetterCode_21,WetterCode_22,WetterCode_28,WetterCode_45,WetterCode_49,WetterCode_53,WetterCode_61,WetterCode_63,WetterCode_65,WetterCode_68,WetterCode_69,WetterCode_71,WetterCode_73,WetterCode_75,WetterCode_77,WetterCode_79,WetterCode_95,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,sales_daily,Feiertag,is_holiday,Christi Himmelfahrt,Erster Mai,Erster Weihnachtstag,Karfreitag,Neujahr,Ostermontag,Pfingstmontag,Reformationstag,Tag der Deutschen Einheit,Zweiter Weihnachtstag,DAX,Wochentag,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,day_length_h,fussball_event,schulferien,ferientyp,Ferien_Herbstferien,Ferien_Keine Ferien,Ferien_Osterferien,Ferien_Sommerferien,Ferien_Weihnachtsferien,Ferien_Winterferien,Monat,day_of_year,avg_sales_per_group_dayofyear,avg_sales_per_group_month_weekday
2013-07-03,1307035,5,305.523072325318,7.0,21.075,6.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1124.2748941201457,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7829.31982421875,2,0,0,1,0,0,0,0,17.058289513055556,0,1,Sommerferien,0,0,0,1,0,0,7,184,312.43205112042466,309.53354749310324
2013-07-03,1307033,3,210.260241465493,7.0,21.075,6.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1124.2748941201457,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7829.31982421875,2,0,0,1,0,0,0,0,17.058289513055556,0,1,Sommerferien,0,0,0,1,0,0,7,184,185.62589154547982,249.3080561928595
2013-07-03,1307031,1,111.885593514353,7.0,21.075,6.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1124.2748941201457,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7829.31982421875,2,0,0,1,0,0,0,0,17.058289513055556,0,1,Sommerferien,0,0,0,1,0,0,7,184,146.807801263892,133.8998010465397
2013-07-03,1307034,4,69.2627280649987,7.0,21.075,6.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1124.2748941201457,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7829.31982421875,2,0,0,1,0,0,0,0,17.058289513055556,0,1,Sommerferien,0,0,0,1,0,0,7,184,69.98106084364609,76.1016819369944
2013-07-03,1307032,2,427.343258749983,7.0,21.075,6.0,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1124.2748941201457,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7829.31982421875,2,0,0,1,0,0,0,0,17.058289513055556,0,1,Sommerferien,0,0,0,1,0,0,7,184,427.6028352818,526.7444819542874
2013-07-04,1307045,5,308.408167942149,7.0,18.85,7.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1184.309567017878,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7994.31005859375,3,0,0,0,1,0,0,0,17.03401560888889,0,1,Sommerferien,0,0,0,1,0,0,7,185,299.9959117082452,287.64949556584935
2013-07-04,1307042,2,454.859641347987,7.0,18.85,7.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1184.309567017878,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7994.31005859375,3,0,0,0,1,0,0,0,17.03401560888889,0,1,Sommerferien,0,0,0,1,0,0,7,185,510.6667056166466,533.985746677508
2013-07-04,1307044,4,61.490175369225,7.0,18.85,7.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1184.309567017878,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7994.31005859375,3,0,0,0,1,0,0,0,17.03401560888889,0,1,Sommerferien,0,0,0,1,0,0,7,185,66.70862833104476,73.35935726494532
2013-07-04,1307043,3,190.686641378586,7.0,18.85,7.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1184.309567017878,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7994.31005859375,3,0,0,0,1,0,0,0,17.03401560888889,0,1,Sommerferien,0,0,0,1,0,0,7,185,197.3515550482758,242.46539954334978
2013-07-04,1307041,1,168.864940979931,7.0,18.85,7.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1184.309567017878,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7994.31005859375,3,0,0,0,1,0,0,0,17.03401560888889,0,1,Sommerferien,0,0,0,1,0,0,7,185,121.48624320508338,160.18375977385668
2013-07-05,1307055,5,355.518770367742,5.0,19.975,12.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1288.0230602120184,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,4,0,0,0,0,1,0,0,17.0079930475,0,1,Sommerferien,0,0,0,1,0,0,7,186,296.77981846714664,291.2066509476327
2013-07-05,1307053,3,181.644870215041,5.0,19.975,12.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1288.0230602120184,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,4,0,0,0,0,1,0,0,17.0079930475,0,1,Sommerferien,0,0,0,1,0,0,7,186,204.08672246580886,244.92799339579324
2013-07-05,1307054,4,86.7598614451924,5.0,19.975,12.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1288.0230602120184,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,4,0,0,0,0,1,0,0,17.0079930475,0,1,Sommerferien,0,0,0,1,0,0,7,186,78.01376904220982,69.05472063219712
2013-07-05,1307051,1,171.280754117955,5.0,19.975,12.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1288.0230602120184,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,4,0,0,0,0,1,0,0,17.0079930475,0,1,Sommerferien,0,0,0,1,0,0,7,186,130.37023134126892,145.6237038807555
2013-07-05,1307052,2,492.818804066088,5.0,19.975,12.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1288.0230602120184,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,4,0,0,0,0,1,0,0,17.0079930475,0,1,Sommerferien,0,0,0,1,0,0,7,186,487.3118253394252,535.9200600382075
2013-07-06,1307061,1,174.552359998476,0.0,18.9625,8.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1540.5298975581647,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,5,0,0,0,0,0,1,0,16.98025338472222,0,1,Sommerferien,0,0,0,1,0,0,7,187,134.64205426474902,156.7722029307036
2013-07-06,1307062,2,631.906068038484,0.0,18.9625,8.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1540.5298975581647,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,5,0,0,0,0,0,1,0,16.98025338472222,0,1,Sommerferien,0,0,0,1,0,0,7,187,479.8447885944192,639.1023655793944
2013-07-06,1307064,4,80.6465768881107,0.0,18.9625,8.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1540.5298975581647,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,5,0,0,0,0,0,1,0,16.98025338472222,0,1,Sommerferien,0,0,0,1,0,0,7,187,91.33866168851948,71.98621824326723
2013-07-06,1307063,3,291.557959835153,0.0,18.9625,8.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1540.5298975581647,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,5,0,0,0,0,0,1,0,16.98025338472222,0,1,Sommerferien,0,0,0,1,0,0,7,187,211.33042243356715,303.472594224663
2013-07-06,1307065,5,361.866932797941,0.0,18.9625,8.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1540.5298975581647,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,5,0,0,0,0,0,1,0,16.98025338472222,0,1,Sommerferien,0,0,0,1,0,0,7,187,301.0392858987978,303.6141763483533
2013-07-07,1307074,4,94.6039024817053,0.0,21.375,9.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1532.3729274131556,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,6,0,0,0,0,0,0,1,16.950829617777778,0,1,Sommerferien,0,0,0,1,0,0,7,188,77.26831575157767,104.49237742563764
2013-07-07,1307073,3,279.665938833443,0.0,21.375,9.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1532.3729274131556,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,6,0,0,0,0,0,0,1,16.950829617777778,0,1,Sommerferien,0,0,0,1,0,0,7,188,218.45007591445665,299.69486624366516
2013-07-07,1307071,1,92.6377553788373,0.0,21.375,9.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1532.3729274131556,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,6,0,0,0,0,0,0,1,16.950829617777778,0,1,Sommerferien,0,0,0,1,0,0,7,188,125.98856469294192,87.23393849060642
2013-07-07,1307072,2,695.25572963054,0.0,21.375,9.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1532.3729274131556,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,6,0,0,0,0,0,0,1,16.950829617777778,0,1,Sommerferien,0,0,0,1,0,0,7,188,501.3126545570827,666.3551337842533
2013-07-07,1307075,5,370.20960108863,0.0,21.375,9.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1532.3729274131556,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7806.0,6,0,0,0,0,0,0,1,16.950829617777778,0,1,Sommerferien,0,0,0,1,0,0,7,188,304.17834056741583,319.8549121414757
2013-07-08,1307084,4,49.5000238633042,0.0,22.725,10.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1203.9216946232323,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7968.5400390625,0,1,0,0,0,0,0,0,16.919756047499998,0,1,Sommerferien,0,0,0,1,0,0,7,189,80.45562123573487,81.70194453963646
2013-07-08,1307083,3,195.158794309303,0.0,22.725,10.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1203.9216946232323,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7968.5400390625,0,1,0,0,0,0,0,0,16.919756047499998,0,1,Sommerferien,0,0,0,1,0,0,7,189,219.82541624471023,239.5287803364937
2013-07-08,1307085,5,285.233382496522,0.0,22.725,10.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1203.9216946232323,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7968.5400390625,0,1,0,0,0,0,0,0,16.919756047499998,0,1,Sommerferien,0,0,0,1,0,0,7,189,293.6112786742884,297.24670542814204
2013-07-08,1307081,1,135.500244042392,0.0,22.725,10.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1203.9216946232323,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7968.5400390625,0,1,0,0,0,0,0,0,16.919756047499998,0,1,Sommerferien,0,0,0,1,0,0,7,189,119.08374560311975,156.36340507760673
2013-07-08,1307082,2,538.529249911711,0.0,22.725,10.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1203.9216946232323,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,7968.5400390625,0,1,0,0,0,0,0,0,16.919756047499998,0,1,Sommerferien,0,0,0,1,0,0,7,189,523.2173828485423,532.2853245438093
2013-07-09,1307094,4,75.2089975834558,0.0,23.275,8.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1385.1123293468459,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8057.75,1,0,1,0,0,0,0,0,16.88706814277778,0,1,Sommerferien,0,0,0,1,0,0,7,190,73.64658740931567,71.22986659259041
2013-07-09,1307091,1,136.048382778344,0.0,23.275,8.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1385.1123293468459,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8057.75,1,0,1,0,0,0,0,0,16.88706814277778,0,1,Sommerferien,0,0,0,1,0,0,7,190,136.9459347656375,133.32591722431954
2013-07-09,1307092,2,585.957264698849,0.0,23.275,8.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1385.1123293468459,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8057.75,1,0,1,0,0,0,0,0,16.88706814277778,0,1,Sommerferien,0,0,0,1,0,0,7,190,506.1194780208065,534.8651350401349
2013-07-09,1307095,5,342.089345776475,0.0,23.275,8.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1385.1123293468459,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8057.75,1,0,1,0,0,0,0,0,16.88706814277778,0,1,Sommerferien,0,0,0,1,0,0,7,190,305.26028762408816,305.4683348705091
2013-07-09,1307093,3,245.808338509722,0.0,23.275,8.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1385.1123293468459,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8057.75,1,0,1,0,0,0,0,0,16.88706814277778,0,1,Sommerferien,0,0,0,1,0,0,7,190,230.91423337842699,242.5807821304261
2013-07-10,1307105,5,343.353066508123,2.0,19.6875,13.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1384.7659389826279,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8066.47998046875,2,0,0,1,0,0,0,0,16.852802400555557,0,1,Sommerferien,0,0,0,1,0,0,7,191,304.1907697411037,309.53354749310324
2013-07-10,1307101,1,135.132314289581,2.0,19.6875,13.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1384.7659389826279,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8066.47998046875,2,0,0,1,0,0,0,0,16.852802400555557,0,1,Sommerferien,0,0,0,1,0,0,7,191,135.08087079404382,133.8998010465397
2013-07-10,1307103,3,265.109142544045,2.0,19.6875,13.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1384.7659389826279,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8066.47998046875,2,0,0,1,0,0,0,0,16.852802400555557,0,1,Sommerferien,0,0,0,1,0,0,7,191,219.91664784046034,249.3080561928595
2013-07-10,1307104,4,73.8056511129258,2.0,19.6875,13.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1384.7659389826279,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8066.47998046875,2,0,0,1,0,0,0,0,16.852802400555557,0,1,Sommerferien,0,0,0,1,0,0,7,191,75.33724075912998,76.1016819369944
2013-07-10,1307102,2,567.365764527953,2.0,19.6875,13.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1384.7659389826279,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8066.47998046875,2,0,0,1,0,0,0,0,16.852802400555557,0,1,Sommerferien,0,0,0,1,0,0,7,191,471.5072380435445,526.7444819542874
2013-07-11,1307112,2,569.109374584873,0.0,21.375,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1326.8616313035402,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8158.7998046875,3,0,0,0,1,0,0,0,16.816996210555555,0,1,Sommerferien,0,0,0,1,0,0,7,192,542.8105647912624,533.985746677508
2013-07-11,1307115,5,315.911756962233,0.0,21.375,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1326.8616313035402,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8158.7998046875,3,0,0,0,1,0,0,0,16.816996210555555,0,1,Sommerferien,0,0,0,1,0,0,7,192,283.90484785995415,287.64949556584935
2013-07-11,1307111,1,138.549392636714,0.0,21.375,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1326.8616313035402,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8158.7998046875,3,0,0,0,1,0,0,0,16.816996210555555,0,1,Sommerferien,0,0,0,1,0,0,7,192,140.07400482175137,160.18375977385668
2013-07-11,1307114,4,68.6330279122302,0.0,21.375,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1326.8616313035402,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8158.7998046875,3,0,0,0,1,0,0,0,16.816996210555555,0,1,Sommerferien,0,0,0,1,0,0,7,192,72.61123352996417,73.35935726494532
2013-07-11,1307113,3,234.65807920749,0.0,21.375,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1326.8616313035402,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8158.7998046875,3,0,0,0,1,0,0,0,16.816996210555555,0,1,Sommerferien,0,0,0,1,0,0,7,192,224.94920265492865,242.46539954334978
2013-07-12,1307125,5,362.802489634211,0.0,20.2875,7.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1354.717013539311,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8212.76953125,4,0,0,0,0,1,0,0,16.779687721944445,0,1,Sommerferien,0,0,0,1,0,0,7,193,301.8375288858592,291.2066509476327
2013-07-12,1307121,1,101.447511461298,0.0,20.2875,7.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1354.717013539311,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8212.76953125,4,0,0,0,0,1,0,0,16.779687721944445,0,1,Sommerferien,0,0,0,1,0,0,7,193,129.35923727195942,145.6237038807555
2013-07-12,1307123,3,290.199097765019,0.0,20.2875,7.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1354.717013539311,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8212.76953125,4,0,0,0,0,1,0,0,16.779687721944445,0,1,Sommerferien,0,0,0,1,0,0,7,193,232.67388328187215,244.92799339579324
2013-07-12,1307122,2,600.267914678783,0.0,20.2875,7.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1354.717013539311,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8212.76953125,4,0,0,0,0,1,0,0,16.779687721944445,0,1,Sommerferien,0,0,0,1,0,0,7,193,544.1439010726639,535.9200600382075
2013-07-13,1307134,4,74.2744737887665,1.0,20.125,12.0,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1661.8613816349975,Kein Feiertag,0,0,0,0,0,0,0,0,0,0,0,8212.76953125,5,0,0,0,0,0,1,0,16.740915711666666,0,1,Sommerferien,0,0,0,1,0,0,7,194,92.17491552892743,71.98621824326723
